pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1266 c,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,18.80151000,0.00067000,-0.00069000,0,0.105800,0.002300,-0.002400,0,1.560,0.150,-0.130,0,0.139,0.013,-0.012,0,2.20000,2.00000,-1.50000,0,0.00692,0.00629,-0.00472,0,Mass,0.040000,0.030000,-0.030000,0,2.30,0.50,-0.40,0,344,16,-16,0,1,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,M3,3600.00,150.00,-150.00,0,0.42,0.02,-0.02,0,0.45,0.03,-0.03,0,-0.500,0.500,-0.500,0,[Fe/H],4.85,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,0.0295000,-0.0295000,12.9410000,0.0490000,-0.0490000,8.8400000,0.0200000,-0.0200000,12.1222000,0.0002490,-0.0002490,2020-10-01,2020-10,2020-10-08
TOI-1268 b,TOI-1268,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,8.15770940,0.00000450,-0.00000450,0,0.071100,0.006300,-0.005800,0,9.100,0.600,-0.600,0,0.812,0.054,-0.054,0,96.40000,8.20000,-8.30000,0,0.30331,0.02580,-0.02611,0,Mass,0.105000,0.040000,-0.039000,0,,,,,919,30,-31,0,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,K1-K2,5300.00,100.00,-100.00,0,0.92,0.06,-0.06,0,0.96,0.04,-0.04,0,0.360,0.060,-0.060,0,[Fe/H],4.55,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h13m33.26s,198.3885831,+62d18m19.37s,62.3053799,109.5570000,0.5450000,-0.5400000,10.9200000,0.0080000,-0.0080000,8.9110000,0.0140000,-0.0140000,10.6920000,0.0007390,-0.0007390,2022-03-28,2022-01,2022-03-28
TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,3.31599000,0.00002000,-0.00002000,0,0.041200,0.000800,-0.000800,0,4.140,0.210,-0.210,0,0.369,0.019,-0.019,0,24.60000,2.30000,-2.30000,0,0.07740,0.00724,-0.00724,0,Mass,0.338000,0.056000,-0.062000,0,,,,,961,32,-32,0,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,,4985.00,121.00,-121.00,0,0.79,0.03,-0.03,0,0.85,0.05,-0.05,0,0.170,0.060,-0.060,0,[Fe/H],4.55,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.5720000,0.4030000,-0.4010000,11.7580000,0.0460000,-0.0460000,9.7010000,0.0200000,-0.0200000,11.6000000,0.0004970,-0.0004970,2022-07-12,2022-06,2022-07-12
TOI-1278 b,TOI-1278,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,14.47567000,0.00021000,-0.00021000,0,0.095000,0.001000,-0.001000,0,12.218,2.690,-2.242,0,1.090,0.240,-0.200,0,5879.82553,158.91420,-158.91420,0,18.50000,0.50000,-0.50000,0,Mass,0.013000,0.004000,-0.004000,0,,,,,,,,,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,M0 V,3799.00,42.00,-42.00,0,0.57,0.01,-0.01,0,0.54,0.02,-0.02,0,-0.010,0.280,-0.280,0,[Fe/H],4.68,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,320.4784442,+35d38m55.05s,35.6486250,75.5759000,0.1549500,-0.1549500,13.5020000,0.0930000,-0.0930000,9.7350000,0.0120000,-0.0120000,12.7543000,0.0002710,-0.0002710,2021-08-03,2021-10,2021-08-03
TOI-1288 b,TOI-1288,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,2.69983500,0.00000400,-0.00000300,0,,,,,5.240,0.090,-0.090,0,0.467,0.008,-0.008,0,42.00000,3.00000,-3.00000,0,0.13215,0.00944,-0.00944,0,Mass,0.064000,0.014000,-0.015000,0,,,,,1266,27,-27,0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,G V,5225.00,23.00,-27.00,0,1.01,0.01,-0.01,0,0.89,0.04,-0.02,0,0.070,0.090,-0.090,0,[Fe/H],4.24,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.8650000,0.3220000,-0.3210000,10.4450000,0.0070000,-0.0070000,8.7790000,0.0210000,-0.0210000,10.4468000,0.0003580,-0.0003580,2023-01-04,2022-12,2023-01-04
TOI-1296 b,TOI-1296,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,3.94437150,0.00000580,-0.00000580,0,0.049700,0.002300,-0.002800,0,13.798,0.347,-0.347,0,1.231,0.031,-0.031,0,94.71287,12.39531,-12.39531,0,0.29800,0.03900,-0.03900,0,Mass,0.055000,0.061000,-0.038000,0,,,,,1562,43,-31,0,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,5603.00,47.00,-47.00,0,1.66,0.04,-0.04,0,1.17,0.14,-0.14,0,0.440,0.040,-0.040,0,[Fe/H],4.05,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,323.2650000,2.8450000,-2.7970000,11.3700000,0.0190000,-0.0190000,9.7420000,0.0160000,-0.0160000,11.2912000,0.0003150,-0.0003150,2021-10-19,2021-09,2021-10-19
TOI-1298 b,TOI-1298,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,4.53716400,0.00001200,-0.00001200,0,0.059000,0.002300,-0.002300,0,9.427,0.235,-0.235,0,0.841,0.021,-0.021,0,113.14691,10.17051,-10.17051,0,0.35600,0.03200,-0.03200,0,Mass,0.032000,0.034000,-0.023000,0,,,,,1388,24,-24,0,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,5889.00,43.00,-43.00,0,1.41,0.03,-0.03,0,1.44,0.10,-0.10,0,0.490,0.030,-0.030,0,[Fe/H],4.39,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,319.0360000,2.0010000,-1.9780000,11.8890000,0.0220000,-0.0220000,10.0120000,0.0160000,-0.0160000,11.4038000,0.0002680,-0.0002680,2021-10-19,2021-09,2021-10-19
TOI-132 b,TOI-132,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,2.10970190,0.00001200,-0.00001100,0,0.026000,0.002000,-0.003000,0,3.420,0.130,-0.140,0,0.305,0.012,-0.012,0,22.40000,1.90000,-1.92000,0,0.07048,0.00598,-0.00604,0,Mass,0.059000,0.050000,-0.037000,0,860.00,,,0,1395,52,-72,0,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397.00,46.00,-46.00,0,0.90,0.02,-0.02,0,0.97,0.06,-0.06,0,0.160,0.100,-0.100,0,[Fe/H],4.48,0.23,-0.23,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,338.3996623,-43d26m12.74s,-43.4368720,163.6780000,0.9930000,-0.9810000,11.1970000,0.0130000,-0.0130000,9.6460000,0.0230000,-0.0230000,11.3208000,0.0007020,-0.0007020,2020-02-21,2020-03,2020-02-27
TOI-1333 b,TOI-1333,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,4.72021900,0.00001100,-0.00001100,0,0.062600,0.001100,-0.001200,0,15.648,0.628,-0.605,0,1.396,0.056,-0.054,0,753.25710,76.27920,-76.27920,0,2.37000,0.24000,-0.24000,0,Mass,0.073000,0.092000,-0.052000,0,,,,,1679,35,-34,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6274.00,97.00,-97.00,0,1.93,0.06,-0.06,0,1.46,0.08,-0.08,0,0.119,0.078,-0.077,0,[Fe/H],4.03,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.4920000,1.2020000,-1.1880000,9.4380000,0.0030000,-0.0030000,8.2720000,0.0240000,-0.0240000,9.3503900,0.0002130,-0.0002130,2021-02-25,2021-04,2021-03-04
TOI-1338 b,TOI-1338 A,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,95.17400000,0.03100000,-0.03500000,0,0.460700,0.008400,-0.008800,0,6.850,0.190,-0.190,0,0.611,0.017,-0.017,0,33.00000,20.30000,-19.60000,0,0.10383,0.06387,-0.06167,0,Mass,0.088000,0.004300,-0.003300,0,,,,,,,,,0,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,,6050.00,80.00,-80.00,0,1.33,0.02,-0.03,0,1.13,0.07,-0.07,0,0.010,0.050,-0.050,0,[Fe/H],4.00,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m31.94s,92.1330955,-59d32m27.55s,-59.5409853,399.0170000,3.1620000,-3.1130000,11.7220000,0.0220000,-0.0220000,10.6350000,0.0210000,-0.0210000,11.8764000,0.0001740,-0.0001740,2020-05-29,2020-06,2020-06-04
TOI-139 b,TOI-139,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,11.07085000,0.00002400,-0.00003000,0,,,,,2.457,0.212,-0.124,0,0.219,0.019,-0.011,0,,,,,,,,,,,,,,,,,,561,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4570.00,50.00,-50.00,0,0.70,0.06,-0.06,0,0.69,0.09,-0.09,0,-0.238,0.080,-0.080,0,[m/H],4.71,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h25m36.58s,336.4024144,-34d54m34.97s,-34.9097131,42.4061000,0.0764000,-0.0762000,10.5500000,0.0300000,-0.0300000,7.6400000,0.0210000,-0.0210000,10.0772000,0.0004760,-0.0004760,2023-05-26,2023-01,2023-05-26
TOI-1408 b,TOI-1408,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GALAZUTDINOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526L.111G/abstract target=ref>Galazutdinov et al. 2023</a>,4.42471100,0.00000160,-0.00000160,0,0.058040,0.000200,-0.000200,0,16.813,,,0,1.500,,,0,537.13001,63.56568,-63.56568,0,1.69000,0.20000,-0.20000,0,Mass,0.259000,0.026000,-0.026000,0,,,,,,,,,0,<a refstr=GALAZUTDINOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526L.111G/abstract target=ref>Galazutdinov et al. 2023</a>,,6306.00,32.00,-32.00,0,1.27,0.01,-0.01,0,1.33,0.01,-0.01,0,7.790,0.120,-0.120,0,[Fe/H],4.35,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m02.65s,313.5110469,+72d34m50.32s,72.5806455,139.4840000,0.4180000,-0.4170000,9.2700010,0.0030000,-0.0030000,8.0780000,0.0200000,-0.0200000,9.1879500,0.0002230,-0.0002230,2023-10-09,2023-11,2023-10-09
TOI-1411 b,TOI-1411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.45203580,0.00000980,-0.00000980,0,0.023000,0.002600,-0.002600,0,1.360,0.160,-0.160,0,0.121,0.014,-0.014,0,,,,,,,,,,,,,,,,,,1136,59,-59,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4266.00,100.00,-100.00,0,0.66,0.10,-0.10,0,0.59,0.23,-0.23,0,,,,,,4.73,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h31m47.05s,232.9460470,+47d03m19.98s,47.0555507,32.4778000,0.0225000,-0.0225000,10.5100000,0.0300000,-0.0300000,7.2500000,0.0210000,-0.0210000,9.8772300,0.0005260,-0.0005260,2022-02-15,2022-02,2022-02-15
TOI-1416 b,TOI-1416,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEEG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230518542D/abstract target=ref>Deeg et al. 2023</a>,1.06975680,0.00000280,-0.00000280,0,0.019000,0.000300,-0.000300,0,1.620,0.080,-0.080,0,0.145,0.007,-0.007,0,3.48000,0.47000,-0.47000,0,0.01095,0.00148,-0.00148,0,Mass,0.000000,,,0,883.00,96.00,-96.00,0,1517,39,-39,0,0,<a refstr=DEEG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230518542D/abstract target=ref>Deeg et al. 2023</a>,G9 V,4884.00,70.00,-70.00,0,0.79,0.04,-0.03,0,0.80,0.04,-0.04,0,0.080,0.050,-0.050,0,[Fe/H],4.52,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h27m41.64s,216.9234892,+41d57m10.75s,41.9529862,55.0135000,0.0775000,-0.0772000,9.9100000,0.0300000,-0.0300000,7.7080000,0.0240000,-0.0240000,9.6525400,0.0002260,-0.0002260,2023-06-12,2023-05,2023-06-12
TOI-1420 b,TOI-1420,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YOSHIDA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..181Y/abstract target=ref>Yoshida et al. 2023</a>,6.95610630,0.00000170,-0.00000170,0,0.071000,0.001200,-0.001200,0,11.890,0.330,-0.330,0,1.061,0.029,-0.029,0,25.10000,3.80000,-3.80000,0,0.07897,0.01196,-0.01196,0,Mass,0.170000,,,1,139.00,10.00,-10.00,0,957,17,-17,0,0,<a refstr=YOSHIDA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..181Y/abstract target=ref>Yoshida et al. 2023</a>,,5510.00,110.00,-110.00,0,0.92,0.02,-0.02,0,0.99,0.05,-0.05,0,0.280,0.074,-0.074,0,[Fe/H],4.50,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h31m46.03s,322.9418092,+66d20m56.42s,66.3490054,201.9180000,0.9180000,-0.9110000,11.6550000,0.0220000,-0.0220000,10.1190000,0.0220000,-0.0220000,11.7380000,0.0002270,-0.0002270,2023-11-06,2023-11,2023-11-06
TOI-1422 b,TOI-1422,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,12.99720000,0.00060000,-0.00060000,0,0.108000,0.003000,-0.003000,0,3.960,0.130,-0.110,0,0.353,0.012,-0.010,0,9.00000,2.30000,-2.00000,0,0.02832,0.00724,-0.00629,0,Mass,0.040000,0.050000,-0.030000,0,,,,,867,17,-17,0,0,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,G2 V,5840.00,62.00,-62.00,0,1.02,0.01,-0.01,0,0.98,0.06,-0.07,0,-0.090,0.070,-0.070,0,[Fe/H],4.41,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h36m57.80s,354.2408290,+39d38m21.41s,39.6392793,155.1410000,0.6630000,-0.6570000,10.6220000,0.0070000,-0.0070000,9.1900000,0.0220000,-0.0220000,10.5521000,0.0002310,-0.0002310,2022-07-18,2022-07,2022-07-18
TOI-1431 b,TOI-1431,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,2.65023700,0.00000300,-0.00000300,0,0.046000,0.002000,-0.002000,0,16.701,0.560,-0.560,0,1.490,0.050,-0.050,0,991.62463,57.20911,-57.20911,0,3.12000,0.18000,-0.18000,0,Mass,0.002200,0.003000,-0.001600,0,5300.00,500.00,-470.00,0,2370,70,-70,0,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,Am C,7690.00,400.00,-250.00,0,1.92,0.07,-0.07,0,1.90,0.10,-0.08,0,0.090,0.030,-0.030,0,[Fe/H],4.15,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h04m48.89s,316.2036922,+55d35m16.88s,55.5880221,148.9250000,1.0340000,-1.0200000,8.0300000,0.0300000,-0.0300000,7.4390000,0.0290000,-0.0290000,7.9756100,0.0002520,-0.0002520,2021-10-11,2021-12,2021-10-11
TOI-1442 b,TOI-1442,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.40906770,0.00000030,-0.00000030,0,0.007100,0.000200,-0.000200,0,1.170,0.060,-0.060,0,0.104,0.005,-0.005,0,,,,,,,,,,,,,,,,,,1072,54,-54,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3330.00,160.00,-160.00,0,0.31,0.01,-0.01,0,0.29,0.02,-0.02,0,,,,,,4.92,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m10.10s,287.2921006,+74d10m27.39s,74.1742762,41.1659000,0.0618000,-0.0615000,15.3900000,0.2000000,-0.2000000,10.0890000,0.0200000,-0.0200000,13.7652000,0.0004850,-0.0004850,2022-02-15,2022-02,2022-02-15
TOI-1444 b,TOI-1444,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...62D/abstract target=ref>Dai et al. 2021</a>,0.47026940,0.00000440,-0.00000440,0,,,,,1.397,0.064,-0.064,0,0.125,0.006,-0.006,0,3.87000,0.71000,-0.71000,0,0.01218,0.00223,-0.00223,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...62D/abstract target=ref>Dai et al. 2021</a>,,5430.00,90.00,-90.00,0,0.91,0.02,-0.02,0,0.93,0.04,-0.04,0,0.130,0.060,-0.060,0,[Fe/H],4.49,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m53.98s,305.4749252,+70d56m37.34s,70.9437054,125.4630000,0.3370000,-0.3350000,10.9360000,0.0090000,-0.0090000,9.0610000,0.0210000,-0.0210000,10.6417000,0.0002610,-0.0002610,2021-05-28,2021-08,2021-05-28
TOI-1452 b,TOI-1452,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,11.06201000,0.00002000,-0.00002000,0,0.061000,0.003000,-0.003000,0,1.672,0.071,-0.071,0,0.149,0.006,-0.006,0,4.82000,1.30000,-1.30000,0,0.01517,0.00409,-0.00409,0,Mass,0.000000,,,0,1.80,0.20,-0.20,0,326,7,-7,0,0,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,M4 &#177 0.5 V,3185.00,50.00,-50.00,0,0.28,0.01,-0.01,0,0.25,0.01,-0.01,0,-0.070,0.020,-0.020,0,[M/H],4.95,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m41.75s,290.1739741,+73d11m42.39s,73.1951082,30.5212000,0.0392000,-0.0390000,14.3540000,0.1210000,-0.1210000,9.7400000,0.0460000,-0.0460000,13.6233000,0.0004690,-0.0004690,2022-08-30,2022-09,2022-08-30
